"Z13U_REC_KEY","Z13_TITLE","Z13_IMPRINT","CONTROL_NUMBER","Z13_UPDATE_DATE"
"000963203","Secrets of Everything - Episode 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076881","20150915"
"000963204","Emotionally Focussed Therapy - Part 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1133400","20150915"
"000963205","Emotionally Focussed Therapy - Part 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1133406","20150915"
"000963206","Emotionally Focussed Therapy - Part 3","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1133412","20150915"
"000963207","Sacred Places","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1156893","20150915"
"000963208","Behind The Screens","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1124758","20150915"
"000963209","Somali Warlords","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078204","20150915"
"000963210","Swandown","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097110","20150915"
"000963211","The Hunt for Higgs (Horizon)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076683","20150915"
"000963212","Substance Use Assessment Series","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126727","20150915"
"000963213","Alex Buono's The Art of Visual Storytelling Cinematography Series: Part 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1137664","20150915"
"000963214","Alex Buono's The Art of Visual Storytelling Cinematography Series: Part 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1137670","20150915"
"000963215","Kara Tointon - Don't Call Me Stupid","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060238","20150915"
"000963216","Every Breath We Take: Understanding Our Atmosphere","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1133478","20150915"
"000963217","The Worship of Nature","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090546","20150915"
"000963218","The Skin","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078532","20150915"
"000963219","Nurses at Risk","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097300","20150915"
"000963220","Tiger on the Tiles","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1089701","20150915"
"000963221","In Search of the Brontes Episode 1: A Wish for Wings","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086305","20150915"
"000963222","The Planets: Different Worlds","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060889","20150915"
"000963223","Reel Herstory: The REAL Story of Reel Women with Jodie Foster - The Talkies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1136430","20150915"
"000963286","Master's Guide to Independent Film Making Part 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1146391","20150915"
"000963287","Marilyn Monroe - In The Movies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1125014","20150915"
"000963288","Sworn to the Drum","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1136321","20150915"
"000963289","Master's Guide to Being an Actor Part 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1146379","20150915"
"000963290","I Heart Monster Movies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1124972","20150915"
"000963291","I'm Still Here - Caring for People with Dementia","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1134879","20150915"
"000963292","Black Panther / San Francisco State: On Strike","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1144226","20150915"
"000963293","Myrna, The Mal-oriented","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086547","20150915"
"000963294","What is a Geriatric Care Manager (GMC)?","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097266","20150915"
"000963295","Tuberculosis","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097278","20150915"
"000963296","An Introduction to Microscopy","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064603","20150915"
"000963297","Monoclonal Antibodies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064623","20150915"
"000963298","And Thou Shalt Honor: Voices from the Trenches","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1120430","20150915"
"000963299","Immunoblotting","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064619","20150915"
"000963300","Southern Blotting","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064629","20150915"
"000963224","Beria - Stalin's Creature","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090123","20150915"
"000963225","Fierce Earth: Wildfires","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098775","20150915"
"000963226","The Living Planet: Our Fragile World","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086857","20150915"
"000963227","Reel Herstory: The REAL Story of Reel Women with Jodie Foster - The Silent Era","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1136428","20150915"
"000963228","Myths of Childhood: Innocence","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1138236","20150915"
"000963229","The Fallacies of Hope","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090548","20150915"
"000963230","The Private Life of Plants: The Social Struggle","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090352","20150915"
"000963231","And Thou Shalt Honor: The Green House Project","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1120428","20150915"
"000963301","A Patient's Guide to Knee & Hip Replacement","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1144179","20150915"
"000963302","Culture of Human Fibroblasts","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064605","20150915"
"000963303","Aseptic Techniques: Principles and Techniques","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1063983","20150915"
"000963304","Starting All Over Again","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080901","20150915"
"000963305","Residents Rights in Long Term Care","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097282","20150915"
"000963306","Audrey Hepburn - In The Movies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1124752","20150915"
"000963307","Alzheimer's Disease & Related Disorders for Home Health","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097292","20150915"
"000963308","Administration of the Erhardt Developmental Vision Assessment (EDVA)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1042466","20150915"
"000963232","The Pursuit of Happiness","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090542","20150915"
"000963233","Hepatitis C","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097298","20150915"
"000963234","The Human Brain: Anatomy","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064613","20150915"
"000963235","From Khartoum to Kabul","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077554","20150915"
"000963236","From Tora Bora to Abbottabad","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077556","20150915"
"000963237","Mack Sennett Collection Volume One","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1139103","20150915"
"000963238","Secrets of Everything - Episode 6","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076889","20150915"
"000963239","Ice Age Giants","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098805","20150915"
"000963240","The Mau Mau","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078198","20150915"
"000963241","Nightingale Murder","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078638","20150915"
"000963242","Inside the National Maritime Museum, London","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098911","20150915"
"000963243","Life from Light","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077680","20150915"
"000963244","The Power of Flowers","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077682","20150915"
"000963245","Orbit - Earth's Extraordinary Journey - Ep: 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077672","20150915"
"000963246","Orbit - Earth's Extraordinary Journey - Ep: 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077674","20150915"
"000963247","Orbit - Earth's Extraordinary Journey - Ep: 3","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077676","20150915"
"000963248","Secrets of Everything - Episode 3","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076883","20150915"
"000963249","The Truth About Exercise (Horizon)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076691","20150915"
"000963250","High Art of the Low Countries: Episode 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086847","20150915"
"000963251","Food Factory - Supersized: Sugar Rush","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076917","20150915"
"000963252","Now You're Talking 1930-1940 (History of Australian Cinema)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1088932","20150915"
"000963253","The Great Thaw","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090528","20150915"
"000963254","The Planets: Star","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060897","20150915"
"000963255","The Tamil Tigers","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078200","20150915"
"000963256","The Light of Experience","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090540","20150915"
"000963257","High Art of the Low Countries: Episode 3","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086849","20150915"
"000963258","The Trials of Life: Arriving","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106721","20150915"
"000963259","The Trials of Life: Growing Up","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106723","20150915"
"000963260","The Trials of Life: Finding Food","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106725","20150915"
"000963261","The Trials of Life: Hunting And Escaping","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106727","20150915"
"000963262","The Trials of Life: Finding The Way","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106729","20150915"
"000963263","The Trials of Life: Home Making","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106731","20150915"
"000963264","The Trials of Life: Living Together","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106733","20150915"
"000963265","The Trials of Life: Fighting","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106735","20150915"
"000963266","The Trials of Life: Friends And Rivals","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106737","20150915"
"000963267","The Trials of Life: Talking To Strangers","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106739","20150915"
"000963268","The Trials of Life: Courting","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106741","20150915"
"000963269","The Trials of Life: Continuing The Line","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106743","20150915"
"000963270","Passionate Industry, The 1920-1930 (History of Australian Cinema)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1088930","20150915"
"000963271","The Whole Picture: Exploring Disability and Sexuality","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080899","20150915"
"000963272","Dead or Alive","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078044","20150915"
"000963273","Documentation and Legal Aspects","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097296","20150915"
"000963309","The Four Phases Of Resolution","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086537","20150915"
"000963310","Body Electric","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1087566","20150915"
"000963311","The Consultant's Role in Evaluation and Treatment of Developmental Eating Dysfunction","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1042488","20150915"
"000963312","Intricate Minds II: Understanding Elementary School Classmates with Asperger Syndrome","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1155656","20150915"
"000963313","Understanding Difference in Eastern and Western Nursing","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097276","20150915"
"000963314","Bloodymatters","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1087581","20150915"
"000963315","Nursing - Simple Slide Sheet Techniques","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1107862","20150915"
"000963316","Henry VIII's Enforcer: The Rise and Fall of Thomas Cromwell","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098793","20150915"
"000963317","Handmaidens and Battleaxes - The Real Story of Nursing","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1042012","20150915"
"000963318","Space Age - Nasa's Story: To the Moon","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078074","20150915"
"000963319","The Skin of our Teeth","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090526","20150915"
"000963320","Troubleshooter - Morgan Car Company","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1066818","20150915"
"000963321","Master's Guide to Being an Actor Part 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1146381","20150915"
"000963322","And Thou Shalt Honor: In SicknessandIn Health","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1120418","20150915"
"000963323","The Taliban","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078196","20150915"
"000963362","Tough Being Lovedby Jerks (C'est dur d'etre aime par des cons)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1141120","20150915"
"000911353","Creating winning social media strategies.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1051588","20150715"
"000911606","M.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112965","20150715"
"000911607","Master of the house.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112967","20150715"
"000911608","Pandora's box.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112969","20150715"
"000911609","Passing fancy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112971","20150715"
"000911610","Passion of Joan of Arc.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112973","20150715"
"000911611","Phantom carriage.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112975","20150715"
"000911612","Street without end.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112977","20150715"
"000911613","The king of kings.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112979","20150715"
"000911614","The testament of Dr. Mabuse.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112981","20150715"
"000911615","Tokyo chorus.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112983","20150715"
"000911616","World documentaries.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112985","20150715"
"000911617","And the pursuit of happiness.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112987","20150715"
"000911618","A married couple.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112989","20150715"
"000911619","Antonio Gaudi.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112991","20150715"
"000911620","Bergman Island.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112993","20150715"
"000911621","Burden of dreams.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112995","20150715"
"000911622","Calcutta.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112997","20150715"
"000911623","Dying at grace.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1112999","20150715"
"000911624","F for fake.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113001","20150715"
"000911625","General Idi Amin Dada.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113003","20150715"
"000911626","Hearts and minds.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113005","20150715"
"000911627","Humain, trop humain.","2014. [San Francisco, California, USA] : Kanopy Streaming,","(CaSfKAN)kan1113007","20150715"
"000911628","Night and fog.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113009","20150715"
"000911629","Poto and Cabengo.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113011","20150715"
"000911630","Sans Soleil.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113013","20150715"
"000911631","Warrendale.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113015","20150715"
"000911632","American documentaries.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113017","20150715"
"000911633","Always for pleasure.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113021","20150715"
"000911634","Blues accordin' to Lightnin' Hopkins.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113025","20150715"
"000911635","Garlic is as good as ten mothers.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113027","20150715"
"000911636","God's country.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113029","20150715"
"000911637","Grey gardens.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113031","20150715"
"000911638","Louie Bluie.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113033","20150715"
"000911639","Maestro : king of the cowboy artists.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113035","20150715"
"000911640","Salesman.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113039","20150715"
"000911641","Symbiopsychotaxiplasm.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113041","20150715"
"000911642","The times of Harvey Milk.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113043","20150715"
"000911643","The war room.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113045","20150715"
"000911644","Werner Herzog eats his shoe.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113047","20150715"
"000911645","The films of Ingmar Bergman.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113049","20150715"
"000911646","A lesson in love.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113051","20150715"
"000911647","All these women.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113053","20150715"
"000911649","Persona.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113057","20150715"
"000911650","Sawdust and tinsel.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113059","20150715"
"000911651","Smiles of a summer night.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113061","20150715"
"000911652","Summer interlude.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113063","20150715"
"000911654","The magician.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113067","20150715"
"000911655","The seventh seal.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113069","20150715"
"000911656","The silence.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113071","20150715"
"000911657","The virgin spring.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113073","20150715"
"000911658","Through a glass darkly.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113075","20150715"
"000911659","Wild strawberries.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113077","20150715"
"000911660","Winter light.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113079","20150715"
"000911661","American independents.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113081","20150715"
"000911662","A woman under the influence.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113083","20150715"
"000911663","Border radio.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113085","20150715"
"000911664","Clean, shaven.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113087","20150715"
"000911665","Down by law.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113089","20150715"
"000911666","Faces.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113091","20150715"
"000911667","George Washington.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113093","20150715"
"000911668","Mala Noche.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113095","20150715"
"000911669","Mystery train.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113097","20150715"
"000911670","Opening night.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113099","20150715"
"000911671","Paris, Texas.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113101","20150715"
"000911672","Shadows.","Kanopy Streaming, 2014. [San Francisco, California, USA] :","(CaSfKAN)kan1113103","20150715"
"000911673","Stranger than paradise.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113105","20150715"
"000911674","The honeymoon killers.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113107","20150715"
"000911675","The killing of a Chinese bookie.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113109","20150715"
"000911676","Wise blood.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113111","20150715"
"000911677","American mid-century collection.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113113","20150715"
"000911678","Baron of Arizona.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113115","20150715"
"000911679","Brute force.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113117","20150715"
"000911680","Emperor Jones.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113119","20150715"
"000911681","Foreign correspondent.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113121","20150715"
"000911682","I shot Jesse James.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113123","20150715"
"000911683","Mr. Arkadin.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113125","20150715"
"000911684","Shock corridor.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113127","20150715"
"000911685","Stagecoach.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113129","20150715"
"000911686","Summertime.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113131","20150715"
"000911687","The devil and Daniel Webster.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113133","20150715"
"000911688","The naked city.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113135","20150715"
"000911689","The naked kiss.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113137","20150715"
"000911690","The plough and the stars.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113139","20150715"
"000911691","The steel helmet.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113141","20150715"
"000911692","To be or not to be.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113143","20150715"
"000911693","Silent films from Charlie Chaplin & Harold Lloyd.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113145","20150715"
"000911694","City lights.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113147","20150715"
"000911695","Dr. Jack.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113149","20150715"
"000911697","High and dizzy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113153","20150715"
"000911698","Modern times.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113155","20150715"
"000911699","Safety last!.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113157","20150715"
"000911700","Speedy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113159","20150715"
"000911702","The circus.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113163","20150715"
"000911703","The freshman.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113165","20150715"
"000911704","The gold rush.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113167","20150715"
"000911705","The gold rush.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113169","20150715"
"000911707","The kid.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113173","20150715"
"000911708","The kid brother.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1113175","20150715"
"000912528","Wonderful town.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114875","20150715"
"000912529","Yangsi.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114877","20150715"
"000912530","You ain't seen nothin' yet.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1114879","20150715"
